prefix,completion,translation,score,type,particle_num,model_type,trial_id
How many,How many individual ship pieces are there?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.114224,rollout,0,COMBINED,5
How many,How many tiles are hidden?,(++ (map (lambda x0 (== (coloredTiles x0) ())) (set AllColors))),0,rollout,0,COMBINED,5
How many,How many water tiles are there?,(++ (map (lambda x0 (== (coloredTiles x0) Water)) (set AllColors))),0,rollout,4,COMBINED,5
How many,How many total squares are occupied by ships?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.114224,rollout,4,COMBINED,5
How many,How many squares are occupied by ships?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.114224,rollout,4,COMBINED,5
How many blocks,How many blocks are there in the purple ship?,(size Purple),1.568196,rollout,4,COMBINED,5
How many blocks,How many blocks are in the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks,How many blocks does the red ship have?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks are,How many blocks are in the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks are,How many blocks are in total?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.114224,rollout,4,COMBINED,5
How many blocks are,How many blocks are occupied by ships?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.114224,rollout,4,COMBINED,5
How many blocks are the,How many blocks are the blue ship?,(size Blue),0,rollout,4,COMBINED,5
How many blocks are the,How many blocks are the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks are the,How many blocks are the blue ship?,(size Blue),0,rollout,4,COMBINED,5
How many blocks are the red,How many blocks are the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks are the red,How many blocks are the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks are the red,How many blocks are the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks are the red ship,How many blocks are the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks are the red ship,How many blocks are the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks are the red ship,How many blocks are the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks are the red ship?,How many blocks are the red ship?,(size Red),1.432607,final,4,COMBINED,5
How many blocks are the red ship?,How many blocks are the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks are the red ship?,How many blocks are the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many blocks are the red ship?,How many blocks are the red ship?,(size Red),1.432607,rollout,4,COMBINED,5
How many ships,How many ships are on the 2nd row?,(++ (map (lambda x0 (== (topleft x0) 2-A)) (set AllColors))),0,rollout,0,COMBINED,5
How many ships,How many ships are either horizontal or vertical?,(++ (map (lambda x0 (or (== (orient x0) H) (== (orient x0) V))) (set AllCol,0,rollout,0,COMBINED,5
How many ships,How many ships are on the board?,(++ (map (lambda x0 (not (== (coloredTiles x0) ()))) (set AllColors))),0,rollout,0,COMBINED,5
How many ships are,How many ships are in the grid?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.114224,rollout,0,COMBINED,5
How many ships are,How many ships are there?,(++ (set AllColors)),0,rollout,0,COMBINED,5
How many ships are,How many ships are in total?,(++ (set AllColors)),0,rollout,0,COMBINED,5
How many ships are red,How many ships are red?,(++ (map (lambda x0 (== (coloredTiles x0) Red)) (set AllColors))),0,rollout,0,COMBINED,5
How many ships are red,How many ships are red?,(++ (map (lambda x0 (== (color x0) Red)) (set AllColors))),0,rollout,0,COMBINED,5
How many ships are red,How many ships are red?,(++ (map (lambda x0 (== (color x0) Red)) (set AllColors))),0,rollout,0,COMBINED,5
How many ships are red?,How many ships are red?,(++ (map (lambda x0 (== (color x0) Red)) (set AllColors))),0,final,0,COMBINED,5
How many ships are red?,How many ships are red?,(++ (map (lambda x0 (== (coloredTiles x0) Red)) (set AllColors))),0,rollout,0,COMBINED,5
How many ships are red?,How many ships are red?,(++ (map (lambda x0 (== (coloredTiles x0) Red)) (set AllColors))),0,rollout,0,COMBINED,5
How many ships are red?,How many ships are red?,(++ (map (lambda x0 (== (coloredTiles x0) Red)) (set AllColors))),0,rollout,0,COMBINED,5
Is,Is the blue ship touching the purple ship?,(touch Blue Purple),0,rollout,3,COMBINED,5
Is,Is the red ship at 1-C?,(== (coloredTiles Red) (list (list 1-C))),0,rollout,3,COMBINED,5
Is,Is there a ship at 1C?,(not (== (color 1-C) Water)),0,rollout,3,COMBINED,5
Is the,Is the blue ship touching the red ship?,(touch Blue Red),0.914766,rollout,3,COMBINED,5
Is the,Is the purple ship definitely touching the blue ship?,(== (touch Purple Blue) T),0,rollout,3,COMBINED,5
Is the,Is the blue ship touching the red ship?,(touch Blue Red),0.914766,rollout,3,COMBINED,5
Is the horizontal,Is the horizontal red ship touching the blue ship?,(touch Red Blue),0.914766,rollout,3,COMBINED,5
Is the horizontal,Is the horizontal ship at 5A?,(== (orient 5-A) H),0,rollout,3,COMBINED,5
Is the horizontal,Is the horizontal red ship touching the purple ship?,(touch Red Purple),0.660055,rollout,3,COMBINED,5
Is the horizontal pur,Is the horizontal purple ship touching the red ship?,(touch Purple Red),0.660055,rollout,3,COMBINED,5
Is the horizontal pur,Is the horizontal purple ship touching the red ship?,(touch Purple Red),0.660055,rollout,3,COMBINED,5
Is the horizontal pur,Is the horizontal purple ship above the vertical red ship?,(and (== (orient Purple) H) (< (topleft (coloredTiles Purple)) (topleft (coloredTiles,0,rollout,3,COMBINED,5
Is the horizontal purple,Is the horizontal purple ship touching the vertical red ship?,(touch Purple Red),0.660055,rollout,3,COMBINED,5
Is the horizontal purple,Is the horizontal purple ship touching the blue ship?,(touch (orient Purple) Blue),0,rollout,3,COMBINED,5
Is the horizontal purple,Is the horizontal purple ship touching the horizontal blue ship?,(touch (orient Purple) (orient Blue) H),0,rollout,3,COMBINED,5
Is the horizontal purple ship,Is the horizontal purple ship touching the red ship?,(touch Purple Red),0.660055,rollout,3,COMBINED,5
Is the horizontal purple ship,Is the horizontal purple ship touching the vertical blue ship?,(touch (orient Purple) (orient Blue)),0,rollout,3,COMBINED,5
Is the horizontal purple ship,Is the horizontal purple ship touching the ship at 1B?,(touch Purple (color 1-B)),0,rollout,3,COMBINED,5
Is the horizontal purple ship touch,Is the horizontal purple ship touching a blue ship?,(touch H-Purple Blue),0,rollout,3,COMBINED,5
Is the horizontal purple ship touch,Is the horizontal purple ship touching the horizontal blue ship?,(touch (orient Purple) (orient Blue) H),0,rollout,3,COMBINED,5
Is the horizontal purple ship touch,Is the horizontal purple ship touching a blue ship?,(touch (orient Purple) Blue),0,rollout,3,COMBINED,5
Is the horizontal purple ship touching,Is the horizontal purple ship touching the vertical red ship?,(touch Purple Red),0.660055,rollout,3,COMBINED,5
Is the horizontal purple ship touching,Is the horizontal purple ship touching the vertical red ship?,(touch Purple Red),0.660055,rollout,3,COMBINED,5
Is the horizontal purple ship touching,Is the horizontal purple ship touching the red ship?,(touch Purple Red),0.660055,rollout,3,COMBINED,5
Is the horizontal purple ship touching another,Is the horizontal purple ship touching another ship?,(any (map (lambda x0 (touch x0 Purple)) (set AllColors))),0,rollout,3,COMBINED,5
Is the horizontal purple ship touching another,Is the horizontal purple ship touching another ship?,(any (map (lambda x0 (touch x0 Purple)) (set AllColors))),0,rollout,3,COMBINED,5
Is the horizontal purple ship touching another,Is the horizontal purple ship touching another ship?,(any (map (lambda x0 (touch Purple x0)) (set AllColors))),0,rollout,3,COMBINED,5
Is the horizontal purple ship touching another ship,Is the horizontal purple ship touching another ship?,(any (map (lambda x0 (touch Purple x0)) (set AllColors))),0,rollout,3,COMBINED,5
Is the horizontal purple ship touching another ship,Is the horizontal purple ship touching another ship?,(any (map (lambda x0 (touch x0 Purple)) (set AllColors))),0,rollout,3,COMBINED,5
Is the horizontal purple ship touching another ship,Is the horizontal purple ship touching another ship?,(any (map (lambda x0 (touch x0 Purple)) (set AllColors))),0,rollout,3,COMBINED,5
Is the horizontal purple ship touching another ship?,Is the horizontal purple ship touching another ship?,(any (map (lambda x0 (touch Purple x0)) (set AllColors))),0,final,3,COMBINED,5
Is the horizontal purple ship touching another ship?,Is the horizontal purple ship touching another ship?,(any (map (lambda x0 (touch x0 Purple)) (set AllColors))),0,rollout,3,COMBINED,5
Is the horizontal purple ship touching another ship?,Is the horizontal purple ship touching another ship?,(any (map (lambda x0 (touch x0 Purple)) (set AllColors))),0,rollout,3,COMBINED,5
Is the horizontal purple ship touching another ship?,Is the horizontal purple ship touching another ship?,(any (map (lambda x0 (touch x0 Purple)) (set AllColors))),0,rollout,3,COMBINED,5
The,"The program will ask a question from the context, and the user should respond with yes or no.",(== (color 1-B) Red),0.1467,rollout,1,COMBINED,5
The,"The numbers indicate the number of ships in each class, and the coordinates indicate the top left-most block of each ship.",(== (size Red) 3),0.887804,rollout,1,COMBINED,5
The,The program should be case-sensitive.,(set! CaseSensitive true),0,rollout,1,COMBINED,5
The red,The red ship is 4 blocks.,(== (size Red) 4),0.639792,rollout,1,COMBINED,5
The red,The red ship is vertical.,(== (orient Red) V),0.881504,rollout,1,COMBINED,5
The red,The red ship is in row 4.,(== (topleft (coloredTiles Red)) 4-1),0.310731,rollout,1,COMBINED,5
The red ship,The red ship is 4 blocks long.,(== (size Red) 4),0.639792,rollout,1,COMBINED,5
The red ship,The red ship is located at,(== (coloredTiles Red) (coloredTiles Blue)),0,rollout,1,COMBINED,5
The red ship,The red ship is horizontal and touches the blue ship.,(and (== (orient Red) H) (touch Red Blue)),0.545399,rollout,1,COMBINED,5
The red ship is,The red ship is 4 tiles.,(== (size Red) 4),0.639792,rollout,1,COMBINED,5
The red ship is,The red ship is 4 blocks long.,(== (size Red) 4),0.639792,rollout,1,COMBINED,5
The red ship is,The red ship is 3 blocks long.,(== (size Red) 3),0.887804,rollout,1,COMBINED,5
The red ship is ,The red ship is 3 blocks long (there are 3 blue ship tiles).,(== (size Red) 3),0.887804,rollout,1,COMBINED,5
The red ship is ,The red ship is 4 blocks long.,(== (size Red) 4),0.639792,rollout,1,COMBINED,5
The red ship is ,The red ship is 3 tiles long.,(== (size Red) 3),0.887804,rollout,1,COMBINED,5
The red ship is 1,The red ship is 1 block long.,(== (size Red) 1),0,rollout,1,COMBINED,5
The red ship is 1,The red ship is 1 block long.,(== (size Red) 1),0,rollout,1,COMBINED,5
The red ship is 1,The red ship is 1 tile long.,(== (size Red) 1),0,rollout,1,COMBINED,5
The red ship is 1-,"The red ship is 1-C, 1-D, 2-C, 2-D, 3-C, 3-D, 4-C,",(== (coloredTiles Red) (list (list 1-C 1-D) (list 2-C 2-D,0,rollout,1,COMBINED,5
The red ship is 1-,The red ship is 1-unit long.,(== (size Red) 1),0,rollout,1,COMBINED,5
The red ship is 1-,"The red ship is 1-C, 2-C, 3-C, 4-C, 5-C, 6-C.",(== (coloredTiles Red) (list (list 1-C 2-C 3-C 4-C 5-,0,rollout,1,COMBINED,5
The red ship is 1-C,"The red ship is 1-C, 1-D, 1-E",(== (coloredTiles Red) (list (list 1-C) (list 1-D) (list 1-E))),0,rollout,1,COMBINED,5
The red ship is 1-C,"The red ship is 1-C, 1-D, 1-F, 2-B, 2-C, 2-D, 2-E,",(coloredTiles Red),0,rollout,1,COMBINED,5
